,0
男性の平均寿命,-1.668725493153384
女性の平均寿命,-1.6129355453555942
幸福度,-1.492989408608167
出生率,0.44068600027384225
1人当たりのGDP,-0.6242860909746359
自殺率が1っぽさ,0.46477184445387737
自殺率が2っぽさ,0.3895994225980813
自殺率が3っぽさ,0.22415953301087474
自殺率が4っぽさ,0.053389284161867945
自殺率が5っぽさ,-0.0
